state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state
36,Urban,dm_controlled,6.5,4.8,8.2,Proportion,"6.5 (4.8, 8.2)",2177,caste,General,Telangana
36,Urban,dm_screened,59.1,55.5,62.7,Proportion,"59.1 (55.5, 62.7)",9535,caste,OBC,Telangana
36,Urban,dm_disease,11.8,10.7,13,Proportion,"11.8 (10.7, 13)",9535,caste,OBC,Telangana
36,Urban,dm_diagnosed,9.6,8.5,10.6,Proportion,"9.6 (8.5, 10.6)",9535,caste,OBC,Telangana
36,Urban,dm_treated,9.1,8,10.1,Proportion,"9.1 (8, 10.1)",9535,caste,OBC,Telangana
36,Urban,dm_controlled,5.6,4.8,6.5,Proportion,"5.6 (4.8, 6.5)",9535,caste,OBC,Telangana
36,Urban,dm_screened,62,55.7,68.2,Proportion,"62 (55.7, 68.2)",2998,caste,Schedule Caste,Telangana
36,Urban,dm_disease,10.1,8.1,12,Proportion,"10.1 (8.1, 12)",2998,caste,Schedule Caste,Telangana
36,Urban,dm_diagnosed,7.1,5.6,8.6,Proportion,"7.1 (5.6, 8.6)",2998,caste,Schedule Caste,Telangana
36,Urban,dm_treated,6.3,4.8,7.7,Proportion,"6.3 (4.8, 7.7)",2998,caste,Schedule Caste,Telangana
36,Urban,dm_controlled,3.7,2.7,4.6,Proportion,"3.7 (2.7, 4.6)",2998,caste,Schedule Caste,Telangana
36,Urban,dm_screened,56.5,50.7,62.2,Proportion,"56.5 (50.7, 62.2)",722,caste,Schedule Tribe,Telangana
36,Urban,dm_disease,9.1,5.7,12.5,Proportion,"9.1 (5.7, 12.5)",722,caste,Schedule Tribe,Telangana
36,Urban,dm_diagnosed,7.4,4.8,10.1,Proportion,"7.4 (4.8, 10.1)",722,caste,Schedule Tribe,Telangana
36,Urban,dm_treated,6.3,3.5,9.1,Proportion,"6.3 (3.5, 9.1)",722,caste,Schedule Tribe,Telangana
36,Urban,dm_controlled,3.9,2.2,5.5,Proportion,"3.9 (2.2, 5.5)",722,caste,Schedule Tribe,Telangana
37,Rural,dm_screened,50.2,41.1,59.3,Proportion,"50.2 (41.1, 59.3)",1283,caste,General,Ladakh
37,Rural,dm_disease,6,1,11,Proportion,"6 (1, 11)",1283,caste,General,Ladakh
37,Rural,dm_diagnosed,6,1,11,Proportion,"6 (1, 11)",1283,caste,General,Ladakh
37,Rural,dm_treated,0.8,0.2,1.4,Proportion,"0.8 (0.2, 1.4)",1283,caste,General,Ladakh
37,Rural,dm_controlled,0.5,-0,1.1,Proportion,"0.5 (0, 1.1)",1283,caste,General,Ladakh
37,Rural,dm_screened,0,0,0,Proportion,"0 (0, 0)",2,caste,OBC,Ladakh
37,Rural,dm_disease,0,0,0,Proportion,"0 (0, 0)",2,caste,OBC,Ladakh
37,Rural,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",2,caste,OBC,Ladakh
37,Rural,dm_treated,0,0,0,Proportion,"0 (0, 0)",2,caste,OBC,Ladakh
37,Rural,dm_controlled,0,0,0,Proportion,"0 (0, 0)",2,caste,OBC,Ladakh
37,Rural,dm_screened,84.4,67.7,101.1,Proportion,"84.4 (67.7, 101.1)",65,caste,Schedule Caste,Ladakh
37,Rural,dm_disease,14.6,2.9,26.3,Proportion,"14.6 (2.9, 26.3)",65,caste,Schedule Caste,Ladakh
37,Rural,dm_diagnosed,13.1,0,26.1,Proportion,"13.1 (0, 26.1)",65,caste,Schedule Caste,Ladakh
37,Rural,dm_treated,1.6,-0.2,3.4,Proportion,"1.6 (-0.2, 3.4)",65,caste,Schedule Caste,Ladakh
37,Rural,dm_controlled,0,0,0,Proportion,"0 (0, 0)",65,caste,Schedule Caste,Ladakh
37,Rural,dm_screened,54.7,47.8,61.6,Proportion,"54.7 (47.8, 61.6)",3046,caste,Schedule Tribe,Ladakh
37,Rural,dm_disease,6.6,2.4,10.7,Proportion,"6.6 (2.4, 10.7)",3046,caste,Schedule Tribe,Ladakh
37,Rural,dm_diagnosed,6.3,2.2,10.5,Proportion,"6.3 (2.2, 10.5)",3046,caste,Schedule Tribe,Ladakh
37,Rural,dm_treated,2.6,1.6,3.6,Proportion,"2.6 (1.6, 3.6)",3046,caste,Schedule Tribe,Ladakh
37,Rural,dm_controlled,1.7,0.9,2.5,Proportion,"1.7 (0.9, 2.5)",3046,caste,Schedule Tribe,Ladakh
37,Urban,dm_screened,56.3,43.6,68.9,Proportion,"56.3 (43.6, 68.9)",614,caste,General,Ladakh
37,Urban,dm_disease,2.1,0,4.1,Proportion,"2.1 (0, 4.1)",614,caste,General,Ladakh
37,Urban,dm_diagnosed,1.9,-0.1,3.9,Proportion,"1.9 (-0.1, 3.9)",614,caste,General,Ladakh
37,Urban,dm_treated,0.2,-0.1,0.5,Proportion,"0.2 (-0.1, 0.5)",614,caste,General,Ladakh
37,Urban,dm_controlled,0.2,-0.1,0.5,Proportion,"0.2 (-0.1, 0.5)",614,caste,General,Ladakh
37,Urban,dm_screened,41.4,2.5,80.2,Proportion,"41.4 (2.5, 80.2)",17,caste,Schedule Caste,Ladakh
37,Urban,dm_disease,0,0,0,Proportion,"0 (0, 0)",17,caste,Schedule Caste,Ladakh
37,Urban,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",17,caste,Schedule Caste,Ladakh
37,Urban,dm_treated,0,0,0,Proportion,"0 (0, 0)",17,caste,Schedule Caste,Ladakh
37,Urban,dm_controlled,0,0,0,Proportion,"0 (0, 0)",17,caste,Schedule Caste,Ladakh
37,Urban,dm_screened,61.4,43.1,79.7,Proportion,"61.4 (43.1, 79.7)",631,caste,Schedule Tribe,Ladakh
37,Urban,dm_disease,16.3,2.3,30.3,Proportion,"16.3 (2.3, 30.3)",631,caste,Schedule Tribe,Ladakh
37,Urban,dm_diagnosed,16.1,2.1,30.2,Proportion,"16.1 (2.1, 30.2)",631,caste,Schedule Tribe,Ladakh
37,Urban,dm_treated,3.4,1.3,5.6,Proportion,"3.4 (1.3, 5.6)",631,caste,Schedule Tribe,Ladakh
37,Urban,dm_controlled,2.3,0.7,3.8,Proportion,"2.3 (0.7, 3.8)",631,caste,Schedule Tribe,Ladakh
1,Rural,dm_screened,53.8,49.5,58.2,Proportion,"53.8 (49.5, 58.2)",11295,religion,Hindu,Jammu & Kashmir
1,Rural,dm_disease,3.9,3.2,4.6,Proportion,"3.9 (3.2, 4.6)",11295,religion,Hindu,Jammu & Kashmir
1,Rural,dm_diagnosed,3.3,2.7,3.9,Proportion,"3.3 (2.7, 3.9)",11295,religion,Hindu,Jammu & Kashmir
1,Rural,dm_treated,2.2,1.7,2.6,Proportion,"2.2 (1.7, 2.6)",11295,religion,Hindu,Jammu & Kashmir
1,Rural,dm_controlled,1.6,1.2,2.1,Proportion,"1.6 (1.2, 2.1)",11295,religion,Hindu,Jammu & Kashmir
1,Rural,dm_screened,50.5,48,53.1,Proportion,"50.5 (48, 53.1)",31714,religion,Muslim,Jammu & Kashmir
1,Rural,dm_disease,4,3.5,4.5,Proportion,"4 (3.5, 4.5)",31714,religion,Muslim,Jammu & Kashmir
1,Rural,dm_diagnosed,3.6,3.1,4,Proportion,"3.6 (3.1, 4)",31714,religion,Muslim,Jammu & Kashmir
1,Rural,dm_treated,2,1.7,2.3,Proportion,"2 (1.7, 2.3)",31714,religion,Muslim,Jammu & Kashmir
1,Rural,dm_controlled,1.5,1.2,1.8,Proportion,"1.5 (1.2, 1.8)",31714,religion,Muslim,Jammu & Kashmir
1,Rural,dm_screened,62.9,54.3,71.5,Proportion,"62.9 (54.3, 71.5)",1107,religion,Other,Jammu & Kashmir
1,Rural,dm_disease,6.4,3.5,9.3,Proportion,"6.4 (3.5, 9.3)",1107,religion,Other,Jammu & Kashmir
1,Rural,dm_diagnosed,5.9,3.1,8.7,Proportion,"5.9 (3.1, 8.7)",1107,religion,Other,Jammu & Kashmir
1,Rural,dm_treated,1.9,0.9,2.9,Proportion,"1.9 (0.9, 2.9)",1107,religion,Other,Jammu & Kashmir
1,Rural,dm_controlled,1.4,0.6,2.2,Proportion,"1.4 (0.6, 2.2)",1107,religion,Other,Jammu & Kashmir
1,Urban,dm_screened,56.6,48.2,64.9,Proportion,"56.6 (48.2, 64.9)",2612,religion,Hindu,Jammu & Kashmir
1,Urban,dm_disease,6.1,4.5,7.7,Proportion,"6.1 (4.5, 7.7)",2612,religion,Hindu,Jammu & Kashmir
1,Urban,dm_diagnosed,5.3,3.6,7,Proportion,"5.3 (3.6, 7)",2612,religion,Hindu,Jammu & Kashmir
1,Urban,dm_treated,3.4,2.2,4.5,Proportion,"3.4 (2.2, 4.5)",2612,religion,Hindu,Jammu & Kashmir
1,Urban,dm_controlled,2.7,1.7,3.8,Proportion,"2.7 (1.7, 3.8)",2612,religion,Hindu,Jammu & Kashmir
1,Urban,dm_screened,56.6,51.5,61.6,Proportion,"56.6 (51.5, 61.6)",7027,religion,Muslim,Jammu & Kashmir
1,Urban,dm_disease,4.7,3.8,5.6,Proportion,"4.7 (3.8, 5.6)",7027,religion,Muslim,Jammu & Kashmir
1,Urban,dm_diagnosed,4.4,3.5,5.2,Proportion,"4.4 (3.5, 5.2)",7027,religion,Muslim,Jammu & Kashmir
1,Urban,dm_treated,2.7,2.1,3.4,Proportion,"2.7 (2.1, 3.4)",7027,religion,Muslim,Jammu & Kashmir
1,Urban,dm_controlled,1.9,1.3,2.4,Proportion,"1.9 (1.3, 2.4)",7027,religion,Muslim,Jammu & Kashmir
1,Urban,dm_screened,56.2,42.5,70,Proportion,"56.2 (42.5, 70)",296,religion,Other,Jammu & Kashmir
1,Urban,dm_disease,4.8,1,8.6,Proportion,"4.8 (1, 8.6)",296,religion,Other,Jammu & Kashmir
1,Urban,dm_diagnosed,4.8,1,8.6,Proportion,"4.8 (1, 8.6)",296,religion,Other,Jammu & Kashmir
1,Urban,dm_treated,3.6,0.2,6.9,Proportion,"3.6 (0.2, 6.9)",296,religion,Other,Jammu & Kashmir
1,Urban,dm_controlled,3.6,0.2,6.9,Proportion,"3.6 (0.2, 6.9)",296,religion,Other,Jammu & Kashmir
2,Rural,dm_screened,51.3,49,53.5,Proportion,"51.3 (49, 53.5)",22393,religion,Hindu,Himachal Pradesh
2,Rural,dm_disease,6.1,5.5,6.7,Proportion,"6.1 (5.5, 6.7)",22393,religion,Hindu,Himachal Pradesh
2,Rural,dm_diagnosed,4.6,4.1,5.1,Proportion,"4.6 (4.1, 5.1)",22393,religion,Hindu,Himachal Pradesh
2,Rural,dm_treated,2.9,2.6,3.3,Proportion,"2.9 (2.6, 3.3)",22393,religion,Hindu,Himachal Pradesh
2,Rural,dm_controlled,1.6,1.4,1.9,Proportion,"1.6 (1.4, 1.9)",22393,religion,Hindu,Himachal Pradesh
2,Rural,dm_screened,34.4,26.3,42.6,Proportion,"34.4 (26.3, 42.6)",440,religion,Muslim,Himachal Pradesh
2,Rural,dm_disease,4.8,3,6.7,Proportion,"4.8 (3, 6.7)",440,religion,Muslim,Himachal Pradesh
2,Rural,dm_diagnosed,3.4,1.6,5.2,Proportion,"3.4 (1.6, 5.2)",440,religion,Muslim,Himachal Pradesh
2,Rural,dm_treated,2.2,0.6,3.8,Proportion,"2.2 (0.6, 3.8)",440,religion,Muslim,Himachal Pradesh
2,Rural,dm_controlled,1.4,-0.1,2.8,Proportion,"1.4 (-0.1, 2.8)",440,religion,Muslim,Himachal Pradesh
2,Rural,dm_screened,59,53.9,64.1,Proportion,"59 (53.9, 64.1)",2136,religion,Other,Himachal Pradesh
2,Rural,dm_disease,10.5,3.7,17.2,Proportion,"10.5 (3.7, 17.2)",2136,religion,Other,Himachal Pradesh
2,Rural,dm_diagnosed,9.2,2.1,16.2,Proportion,"9.2 (2.1, 16.2)",2136,religion,Other,Himachal Pradesh
2,Rural,dm_treated,3.9,2.3,5.4,Proportion,"3.9 (2.3, 5.4)",2136,religion,Other,Himachal Pradesh
2,Rural,dm_controlled,2.1,0.8,3.4,Proportion,"2.1 (0.8, 3.4)",2136,religion,Other,Himachal Pradesh
2,Urban,dm_screened,58.3,52.9,63.8,Proportion,"58.3 (52.9, 63.8)",1947,religion,Hindu,Himachal Pradesh
2,Urban,dm_disease,7.4,5.4,9.4,Proportion,"7.4 (5.4, 9.4)",1947,religion,Hindu,Himachal Pradesh
2,Urban,dm_diagnosed,6.1,4.4,7.7,Proportion,"6.1 (4.4, 7.7)",1947,religion,Hindu,Himachal Pradesh
2,Urban,dm_treated,5,3.6,6.4,Proportion,"5 (3.6, 6.4)",1947,religion,Hindu,Himachal Pradesh
2,Urban,dm_controlled,3.2,1.9,4.4,Proportion,"3.2 (1.9, 4.4)",1947,religion,Hindu,Himachal Pradesh
2,Urban,dm_screened,50.2,36.1,64.3,Proportion,"50.2 (36.1, 64.3)",64,religion,Muslim,Himachal Pradesh
2,Urban,dm_disease,3,-0.5,6.5,Proportion,"3 (-0.5, 6.5)",64,religion,Muslim,Himachal Pradesh
2,Urban,dm_diagnosed,3,-0.5,6.5,Proportion,"3 (-0.5, 6.5)",64,religion,Muslim,Himachal Pradesh
2,Urban,dm_treated,1.6,-0.7,4,Proportion,"1.6 (-0.7, 4)",64,religion,Muslim,Himachal Pradesh
2,Urban,dm_controlled,1,-1,3.1,Proportion,"1 (-1, 3.1)",64,religion,Muslim,Himachal Pradesh
2,Urban,dm_screened,61.6,46,77.3,Proportion,"61.6 (46, 77.3)",76,religion,Other,Himachal Pradesh
2,Urban,dm_disease,12.9,4.2,21.6,Proportion,"12.9 (4.2, 21.6)",76,religion,Other,Himachal Pradesh
2,Urban,dm_diagnosed,12.9,4.2,21.6,Proportion,"12.9 (4.2, 21.6)",76,religion,Other,Himachal Pradesh
2,Urban,dm_treated,7.1,1.8,12.4,Proportion,"7.1 (1.8, 12.4)",76,religion,Other,Himachal Pradesh
2,Urban,dm_controlled,5.6,0.8,10.4,Proportion,"5.6 (0.8, 10.4)",76,religion,Other,Himachal Pradesh
3,Rural,dm_screened,53.9,50.3,57.4,Proportion,"53.9 (50.3, 57.4)",8470,religion,Hindu,Punjab
3,Rural,dm_disease,5.8,5.1,6.6,Proportion,"5.8 (5.1, 6.6)",8470,religion,Hindu,Punjab
3,Rural,dm_diagnosed,4.1,3.5,4.7,Proportion,"4.1 (3.5, 4.7)",8470,religion,Hindu,Punjab
3,Rural,dm_treated,3.2,2.7,3.7,Proportion,"3.2 (2.7, 3.7)",8470,religion,Hindu,Punjab
3,Rural,dm_controlled,1.2,0.9,1.5,Proportion,"1.2 (0.9, 1.5)",8470,religion,Hindu,Punjab
3,Rural,dm_screened,49,40.2,57.7,Proportion,"49 (40.2, 57.7)",352,religion,Muslim,Punjab
3,Rural,dm_disease,7.9,4.8,10.9,Proportion,"7.9 (4.8, 10.9)",352,religion,Muslim,Punjab
3,Rural,dm_diagnosed,6,3.3,8.6,Proportion,"6 (3.3, 8.6)",352,religion,Muslim,Punjab
3,Rural,dm_treated,4.6,2.3,6.9,Proportion,"4.6 (2.3, 6.9)",352,religion,Muslim,Punjab
3,Rural,dm_controlled,1.5,0.2,2.8,Proportion,"1.5 (0.2, 2.8)",352,religion,Muslim,Punjab
3,Rural,dm_screened,49.7,47.3,52.1,Proportion,"49.7 (47.3, 52.1)",25772,religion,Other,Punjab
3,Rural,dm_disease,6.7,6.2,7.2,Proportion,"6.7 (6.2, 7.2)",25772,religion,Other,Punjab
3,Rural,dm_diagnosed,5,4.6,5.4,Proportion,"5 (4.6, 5.4)",25772,religion,Other,Punjab
3,Rural,dm_treated,3.5,3.2,3.8,Proportion,"3.5 (3.2, 3.8)",25772,religion,Other,Punjab
3,Rural,dm_controlled,1.5,1.3,1.7,Proportion,"1.5 (1.3, 1.7)",25772,religion,Other,Punjab
3,Urban,dm_screened,59.2,55.6,62.8,Proportion,"59.2 (55.6, 62.8)",8951,religion,Hindu,Punjab
3,Urban,dm_disease,8.7,7.7,9.7,Proportion,"8.7 (7.7, 9.7)",8951,religion,Hindu,Punjab
3,Urban,dm_diagnosed,6.6,5.6,7.6,Proportion,"6.6 (5.6, 7.6)",8951,religion,Hindu,Punjab
3,Urban,dm_treated,5,4.3,5.7,Proportion,"5 (4.3, 5.7)",8951,religion,Hindu,Punjab
3,Urban,dm_controlled,2.1,1.7,2.5,Proportion,"2.1 (1.7, 2.5)",8951,religion,Hindu,Punjab
3,Urban,dm_screened,44.6,30.7,58.4,Proportion,"44.6 (30.7, 58.4)",134,religion,Muslim,Punjab
3,Urban,dm_disease,2.1,-0.1,4.3,Proportion,"2.1 (-0.1, 4.3)",134,religion,Muslim,Punjab
3,Urban,dm_diagnosed,2.1,-0.1,4.3,Proportion,"2.1 (-0.1, 4.3)",134,religion,Muslim,Punjab
3,Urban,dm_treated,2.1,-0.1,4.3,Proportion,"2.1 (-0.1, 4.3)",134,religion,Muslim,Punjab
3,Urban,dm_controlled,0.6,-0.6,1.8,Proportion,"0.6 (-0.6, 1.8)",134,religion,Muslim,Punjab
3,Urban,dm_screened,58.5,54.5,62.5,Proportion,"58.5 (54.5, 62.5)",6124,religion,Other,Punjab
3,Urban,dm_disease,8.1,7.1,9.2,Proportion,"8.1 (7.1, 9.2)",6124,religion,Other,Punjab
3,Urban,dm_diagnosed,6.4,5.5,7.3,Proportion,"6.4 (5.5, 7.3)",6124,religion,Other,Punjab
3,Urban,dm_treated,5.1,4.3,6,Proportion,"5.1 (4.3, 6)",6124,religion,Other,Punjab
3,Urban,dm_controlled,2.2,1.7,2.7,Proportion,"2.2 (1.7, 2.7)",6124,religion,Other,Punjab
4,Rural,dm_screened,43.3,43.3,43.3,Proportion,"43.3 (43.3, 43.3)",30,religion,Hindu,Chandigarh
4,Rural,dm_disease,10,10,10,Proportion,"10 (10, 10)",30,religion,Hindu,Chandigarh
4,Rural,dm_diagnosed,6.7,6.7,6.7,Proportion,"6.7 (6.7, 6.7)",30,religion,Hindu,Chandigarh
4,Rural,dm_treated,6.7,6.7,6.7,Proportion,"6.7 (6.7, 6.7)",30,religion,Hindu,Chandigarh
4,Rural,dm_controlled,6.7,6.7,6.7,Proportion,"6.7 (6.7, 6.7)",30,religion,Hindu,Chandigarh
4,Rural,dm_screened,71.4,71.4,71.4,Proportion,"71.4 (71.4, 71.4)",14,religion,Other,Chandigarh
4,Rural,dm_disease,14.3,14.3,14.3,Proportion,"14.3 (14.3, 14.3)",14,religion,Other,Chandigarh
4,Rural,dm_diagnosed,7.1,7.1,7.1,Proportion,"7.1 (7.1, 7.1)",14,religion,Other,Chandigarh
4,Rural,dm_treated,7.1,7.1,7.1,Proportion,"7.1 (7.1, 7.1)",14,religion,Other,Chandigarh
4,Rural,dm_controlled,7.1,7.1,7.1,Proportion,"7.1 (7.1, 7.1)",14,religion,Other,Chandigarh
4,Urban,dm_screened,59.6,51.2,68.1,Proportion,"59.6 (51.2, 68.1)",985,religion,Hindu,Chandigarh
4,Urban,dm_disease,10.1,7.6,12.6,Proportion,"10.1 (7.6, 12.6)",985,religion,Hindu,Chandigarh
4,Urban,dm_diagnosed,7.3,5,9.7,Proportion,"7.3 (5, 9.7)",985,religion,Hindu,Chandigarh
4,Urban,dm_treated,6.6,4.6,8.7,Proportion,"6.6 (4.6, 8.7)",985,religion,Hindu,Chandigarh
4,Urban,dm_controlled,2.9,1.5,4.3,Proportion,"2.9 (1.5, 4.3)",985,religion,Hindu,Chandigarh
4,Urban,dm_screened,73.3,57.9,88.6,Proportion,"73.3 (57.9, 88.6)",104,religion,Muslim,Chandigarh
4,Urban,dm_disease,6.8,1.4,12.1,Proportion,"6.8 (1.4, 12.1)",104,religion,Muslim,Chandigarh
4,Urban,dm_diagnosed,5.1,0.6,9.5,Proportion,"5.1 (0.6, 9.5)",104,religion,Muslim,Chandigarh
4,Urban,dm_treated,3.4,-0.4,7.1,Proportion,"3.4 (-0.4, 7.1)",104,religion,Muslim,Chandigarh
4,Urban,dm_controlled,0.9,-0.8,2.6,Proportion,"0.9 (-0.8, 2.6)",104,religion,Muslim,Chandigarh
4,Urban,dm_screened,73.6,65,82.3,Proportion,"73.6 (65, 82.3)",218,religion,Other,Chandigarh
4,Urban,dm_disease,9.7,5.2,14.3,Proportion,"9.7 (5.2, 14.3)",218,religion,Other,Chandigarh
4,Urban,dm_diagnosed,8.3,4.3,12.3,Proportion,"8.3 (4.3, 12.3)",218,religion,Other,Chandigarh
4,Urban,dm_treated,6.2,2.3,10.1,Proportion,"6.2 (2.3, 10.1)",218,religion,Other,Chandigarh
4,Urban,dm_controlled,3.3,0.4,6.2,Proportion,"3.3 (0.4, 6.2)",218,religion,Other,Chandigarh
5,Rural,dm_screened,34.1,31.5,36.7,Proportion,"34.1 (31.5, 36.7)",21881,religion,Hindu,Uttarakhand
5,Rural,dm_disease,4.9,4.4,5.4,Proportion,"4.9 (4.4, 5.4)",21881,religion,Hindu,Uttarakhand
5,Rural,dm_diagnosed,3.6,3.1,4,Proportion,"3.6 (3.1, 4)",21881,religion,Hindu,Uttarakhand
5,Rural,dm_treated,2.3,2,2.6,Proportion,"2.3 (2, 2.6)",21881,religion,Hindu,Uttarakhand
5,Rural,dm_controlled,1.2,0.9,1.4,Proportion,"1.2 (0.9, 1.4)",21881,religion,Hindu,Uttarakhand
5,Rural,dm_screened,35.8,29.5,42.1,Proportion,"35.8 (29.5, 42.1)",766,religion,Muslim,Uttarakhand
5,Rural,dm_disease,5.1,3.2,7,Proportion,"5.1 (3.2, 7)",766,religion,Muslim,Uttarakhand
5,Rural,dm_diagnosed,3.9,2.4,5.4,Proportion,"3.9 (2.4, 5.4)",766,religion,Muslim,Uttarakhand
5,Rural,dm_treated,1.6,0.7,2.6,Proportion,"1.6 (0.7, 2.6)",766,religion,Muslim,Uttarakhand
5,Rural,dm_controlled,0.4,-0.1,1,Proportion,"0.4 (-0.1, 1)",766,religion,Muslim,Uttarakhand
5,Rural,dm_screened,36.1,26.3,45.9,Proportion,"36.1 (26.3, 45.9)",281,religion,Other,Uttarakhand
5,Rural,dm_disease,7.9,5.2,10.7,Proportion,"7.9 (5.2, 10.7)",281,religion,Other,Uttarakhand
5,Rural,dm_diagnosed,5.7,2.5,8.8,Proportion,"5.7 (2.5, 8.8)",281,religion,Other,Uttarakhand
5,Rural,dm_treated,4.8,2.3,7.2,Proportion,"4.8 (2.3, 7.2)",281,religion,Other,Uttarakhand
5,Rural,dm_controlled,1.8,0,3.5,Proportion,"1.8 (0, 3.5)",281,religion,Other,Uttarakhand
5,Urban,dm_screened,48.9,43.5,54.4,Proportion,"48.9 (43.5, 54.4)",4247,religion,Hindu,Uttarakhand
5,Urban,dm_disease,9.7,8.4,11.1,Proportion,"9.7 (8.4, 11.1)",4247,religion,Hindu,Uttarakhand
5,Urban,dm_diagnosed,7.5,6.3,8.7,Proportion,"7.5 (6.3, 8.7)",4247,religion,Hindu,Uttarakhand
5,Urban,dm_treated,5.7,4.7,6.8,Proportion,"5.7 (4.7, 6.8)",4247,religion,Hindu,Uttarakhand
5,Urban,dm_controlled,3.4,2.6,4.2,Proportion,"3.4 (2.6, 4.2)",4247,religion,Hindu,Uttarakhand
5,Urban,dm_screened,49.3,40.9,57.7,Proportion,"49.3 (40.9, 57.7)",575,religion,Muslim,Uttarakhand
5,Urban,dm_disease,8,5.1,10.8,Proportion,"8 (5.1, 10.8)",575,religion,Muslim,Uttarakhand
5,Urban,dm_diagnosed,5.6,2.5,8.7,Proportion,"5.6 (2.5, 8.7)",575,religion,Muslim,Uttarakhand
5,Urban,dm_treated,3.4,1.2,5.6,Proportion,"3.4 (1.2, 5.6)",575,religion,Muslim,Uttarakhand
5,Urban,dm_controlled,1.4,0.1,2.7,Proportion,"1.4 (0.1, 2.7)",575,religion,Muslim,Uttarakhand
5,Urban,dm_screened,66.4,54.3,78.4,Proportion,"66.4 (54.3, 78.4)",66,religion,Other,Uttarakhand
5,Urban,dm_disease,9.4,1.2,17.7,Proportion,"9.4 (1.2, 17.7)",66,religion,Other,Uttarakhand
5,Urban,dm_diagnosed,9.4,1.2,17.7,Proportion,"9.4 (1.2, 17.7)",66,religion,Other,Uttarakhand
5,Urban,dm_treated,9.4,1.2,17.7,Proportion,"9.4 (1.2, 17.7)",66,religion,Other,Uttarakhand
5,Urban,dm_controlled,8.5,0.4,16.6,Proportion,"8.5 (0.4, 16.6)",66,religion,Other,Uttarakhand
6,Rural,dm_screened,41.7,40,43.4,Proportion,"41.7 (40, 43.4)",30948,religion,Hindu,Haryana
6,Rural,dm_disease,5.3,4.8,5.7,Proportion,"5.3 (4.8, 5.7)",30948,religion,Hindu,Haryana
6,Rural,dm_diagnosed,3.7,3.3,4.2,Proportion,"3.7 (3.3, 4.2)",30948,religion,Hindu,Haryana
6,Rural,dm_treated,1.9,1.7,2.1,Proportion,"1.9 (1.7, 2.1)",30948,religion,Hindu,Haryana
6,Rural,dm_controlled,0.9,0.7,1,Proportion,"0.9 (0.7, 1)",30948,religion,Hindu,Haryana
6,Rural,dm_screened,26.3,21.3,31.2,Proportion,"26.3 (21.3, 31.2)",2406,religion,Muslim,Haryana
6,Rural,dm_disease,2.3,1.4,3.2,Proportion,"2.3 (1.4, 3.2)",2406,religion,Muslim,Haryana
6,Rural,dm_diagnosed,1.3,0.6,2,Proportion,"1.3 (0.6, 2)",2406,religion,Muslim,Haryana
6,Rural,dm_treated,0.5,0.2,0.8,Proportion,"0.5 (0.2, 0.8)",2406,religion,Muslim,Haryana
6,Rural,dm_controlled,0.1,0,0.3,Proportion,"0.1 (0, 0.3)",2406,religion,Muslim,Haryana
6,Rural,dm_screened,41.2,33.5,48.9,Proportion,"41.2 (33.5, 48.9)",1145,religion,Other,Haryana
6,Rural,dm_disease,9.4,6.9,11.9,Proportion,"9.4 (6.9, 11.9)",1145,religion,Other,Haryana
6,Rural,dm_diagnosed,6.5,4,9,Proportion,"6.5 (4, 9)",1145,religion,Other,Haryana
6,Rural,dm_treated,4.5,3.2,5.8,Proportion,"4.5 (3.2, 5.8)",1145,religion,Other,Haryana
6,Rural,dm_controlled,1.8,1,2.6,Proportion,"1.8 (1, 2.6)",1145,religion,Other,Haryana
6,Urban,dm_screened,51,48.3,53.6,Proportion,"51 (48.3, 53.6)",13839,religion,Hindu,Haryana
6,Urban,dm_disease,8.1,7.1,9.1,Proportion,"8.1 (7.1, 9.1)",13839,religion,Hindu,Haryana
6,Urban,dm_diagnosed,6.6,5.7,7.6,Proportion,"6.6 (5.7, 7.6)",13839,religion,Hindu,Haryana
6,Urban,dm_treated,3.9,3.5,4.3,Proportion,"3.9 (3.5, 4.3)",13839,religion,Hindu,Haryana
6,Urban,dm_controlled,2,1.7,2.3,Proportion,"2 (1.7, 2.3)",13839,religion,Hindu,Haryana
6,Urban,dm_screened,37.4,28.7,46,Proportion,"37.4 (28.7, 46)",381,religion,Muslim,Haryana
6,Urban,dm_disease,5,1.8,8.2,Proportion,"5 (1.8, 8.2)",381,religion,Muslim,Haryana
6,Urban,dm_diagnosed,4.1,0.9,7.2,Proportion,"4.1 (0.9, 7.2)",381,religion,Muslim,Haryana
6,Urban,dm_treated,2,0.3,3.7,Proportion,"2 (0.3, 3.7)",381,religion,Muslim,Haryana
6,Urban,dm_controlled,1.4,0.3,2.4,Proportion,"1.4 (0.3, 2.4)",381,religion,Muslim,Haryana
6,Urban,dm_screened,56.4,46.4,66.3,Proportion,"56.4 (46.4, 66.3)",722,religion,Other,Haryana
6,Urban,dm_disease,10.8,7.8,13.8,Proportion,"10.8 (7.8, 13.8)",722,religion,Other,Haryana
6,Urban,dm_diagnosed,9.3,6.4,12.3,Proportion,"9.3 (6.4, 12.3)",722,religion,Other,Haryana
6,Urban,dm_treated,6.1,4.2,8.1,Proportion,"6.1 (4.2, 8.1)",722,religion,Other,Haryana
